,account_id,budget_x
286,829,2500.0
287,831,7500.0
288,832,87500.0
289,836,2500.0
290,838,10000.0
291,839,115000.0
292,841,37500.0
293,842,5000.0
294,848,7500.0
295,851,25000.0
296,852,15000.0
297,855,87500.0
298,857,12500.0
299,858,90000.0
300,880,65000.0
301,882,30000.0
302,883,5000.0
303,884,27500.0
304,888,5000.0
305,890,30000.0
306,897,10000.0
307,900,10000.0
308,901,22500.0
309,906,100000.0
310,916,55000.0
311,920,2500.0
312,921,50000.0
313,923,10000.0
314,927,5000.0
315,929,2500.0
316,937,10000.0
317,945,72500.0
318,947,15000.0
319,952,20000.0
320,956,100000.0
321,961,7500.0
322,968,10000.0
323,970,10000.0
324,971,10000.0
325,979,75000.0
326,982,12500.0
327,984,10000.0
328,988,3966825.0
329,989,22500.0
330,995,7500.0
331,996,2500.0
332,1000,7500.0
333,1005,32500.0
334,1014,55000.0
335,1015,532500.0
336,1019,284500.0
337,1020,30000.0
338,1023,20000.0
339,1024,70000.0
340,1032,2500.0
341,1034,27500.0
342,1035,7500.0
343,1036,5000.0
344,1041,2500.0
345,1043,25000.0
346,1047,25000.0
347,1050,120000.0
348,1053,18000.0
349,1055,34500.0
350,1057,112500.0
351,1061,5000.0
352,1071,10000.0
353,1072,2500.0
354,1073,2500.0
355,1080,7000.0
356,1082,10000.0
357,1087,7500.0
358,1092,7500.0
359,1095,10000.0
360,1096,2500.0
361,1100,5000.0
362,1102,10000.0
363,1108,372500.0
364,1111,10000.0
365,1112,2500.0
366,1116,5000.0
367,1117,7500.0
368,1119,2500.0
369,1121,15000.0
370,1122,10000.0
371,1123,10000.0
372,1126,2500.0
373,1127,5000.0
374,1128,5000.0
375,1129,2500.0
376,1130,37500.0
377,1131,47500.0
378,1135,200000.0
379,1137,5000.0
380,1140,2500.0
381,1142,67500.0
382,1146,2500.0
383,1158,35000.0
384,1171,2500.0
385,1172,7500.0
386,1173,22500.0
387,1175,5000.0
388,1177,2500.0
389,1179,5000.0
390,1183,7500.0
391,1187,5000.0
392,1196,65000.0
393,1199,5000.0
394,1203,5000.0
395,1207,212500.0
396,1210,2500.0
397,1211,20000.0
398,1214,35500.0
399,1215,2500.0
400,1220,25000.0
401,1224,880000.0
402,1227,35000.0
403,1230,27500.0
404,1231,5000.0
405,1239,15000.0
406,1240,45000.0
407,1241,80000.0
408,1259,60000.0
409,1265,10000.0
410,1267,35000.0
411,1270,15000.0
412,1272,5000.0
413,1273,10000.0
414,1279,10000.0
415,1285,22500.0
416,1286,85000.0
417,1296,2500.0
418,1298,290000.0
419,1299,25000.0
420,1300,42500.0
421,1303,2500.0
422,1315,10000.0
423,1318,80000.0
424,1332,5000.0
425,1334,135000.0
426,1335,2500.0
427,1339,13500.0
428,1340,5000.0
429,1341,2500.0
430,1342,13500.0
431,1344,15000.0
432,1345,131000.0
433,1350,7500.0
434,1352,2500.0
435,1359,50000.0
436,1369,10000.0
437,1370,137500.0
438,1371,2500.0
439,1375,110000.0
440,1376,30000.0
441,1377,5000.0
442,1378,7500.0
443,1382,2500.0
444,1383,16000.0
445,1399,7500.0
446,1405,20000.0
447,1406,5000.0
448,1409,5000.0
449,1411,37500.0
450,1419,10000.0
451,1420,5000.0
452,1423,2500.0
453,1424,7500.0
454,1425,52500.0
455,1434,10000.0
456,1436,15000.0
457,1437,5000.0
458,1442,70000.0
459,1447,5000.0
460,1451,20000.0
461,1456,60000.0
462,1457,60000.0
463,1459,2500.0
464,1461,7500.0
465,1463,10000.0
466,1470,27500.0
467,1482,5000.0
468,1483,60000.0
469,1484,47500.0
470,1488,2500.0
471,1491,2500.0
472,1492,5000.0
473,1499,77500.0
474,1507,5000.0
475,1510,5000.0
476,1519,27500.0
477,1525,15000.0
478,1532,5000.0
479,1539,5000.0
480,1540,10000.0
481,1541,20000.0
482,1552,25000.0
483,1555,20000.0
484,1557,40000.0
485,1561,17500.0
486,1566,7500.0
487,1567,5000.0
488,1583,37500.0
489,1584,2500.0
490,1589,2500.0
491,1597,22500.0
492,1598,25000.0
493,1613,5000.0
494,1618,2500.0
495,1619,2500.0
496,1621,242500.0
497,1622,5000.0
498,1623,207500.0
499,1625,1330000.0
500,1626,2500.0
501,1627,2500.0
502,1646,12500.0
503,1648,17500.0
504,1649,5000.0
505,1652,7500.0
506,1657,37500.0
507,1667,52500.0
508,1674,10000.0
509,1677,2501.0
510,1690,5000.0
511,1692,2500.0
512,1695,2500.0
513,1698,18500.0
514,1700,5000.0
515,1702,5000.0
516,1709,10000.0
517,1712,22500.0
518,1713,2500.0
519,1717,2500.0
520,1737,10000.0
521,1738,5000.0
522,1741,10000.0
523,1753,2500.0
524,1754,25000.0
525,1757,5000.0
526,1758,70000.0
527,1759,10000.0
528,1760,40000.0
529,1766,2500.0
530,1767,25000.0
531,1770,5000.0
532,1772,27500.0
533,1778,10000.0
534,1786,2500.0
535,1795,5000.0
536,1800,10000.0
537,1807,45000.0
538,1814,2500.0
539,1818,70000.0
540,1830,10000.0
541,1833,10000.0
542,1842,35000.0
543,1848,12500.0
544,1850,1650000.0
545,1854,15000.0
546,1857,65000.0
547,1862,57500.0
548,1865,2500.0
549,1867,5000.0
550,1868,2500.0
551,1871,25000.0
552,1874,12500.0
553,1879,92500.0
554,1882,120000.0
555,1884,7500.0
556,1905,5000.0
557,1915,2500.0
558,1919,5000.0
559,1927,7500.0
560,1935,5000.0
561,1936,7500.0
562,1937,16000.0
563,1939,5000.0
564,1945,107500.0
565,1946,5000.0
566,1960,20000.0
567,1961,75000.0
568,1962,15000.0
569,1965,40000.0
570,1966,235000.0
571,1982,12500.0
572,1983,15000.0
573,1984,2500.0
574,1985,2500.0
575,1991,92500.0
576,1993,2500.0
577,1994,2500.0
578,1996,30000.0
579,2000,2500.0
580,2004,2500.0
581,2019,2500.0
582,2020,12500.0
583,2021,32500.0
584,2022,5000.0
585,2024,27500.0
586,2031,5000.0
587,2034,15000.0
588,2036,12500.0
589,2038,2500.0
590,2041,2500.0
591,2042,60000.0
592,2051,5000.0
593,2055,115000.0
594,2064,10000.0
595,2071,280000.0
596,2072,305000.0
597,2080,52500.0
598,2089,5000.0
599,2105,8500.0
600,2108,7500.0
601,2115,15000.0
602,2118,2500.0
603,2121,25000.0
604,2123,2500.0
605,2128,5000.0
606,2136,5000.0
607,2147,5000.0
608,2152,5000.0
609,2153,13000.0
610,2161,30000.0
611,2172,22500.0
612,2182,55000.0
613,2184,12500.0
614,2185,105000.0
615,2187,15000.0
616,2188,160000.0
617,2196,22500.0
618,2199,2500.0
619,2201,2500.0
620,2206,5000.0
621,2207,10000.0
622,2208,5000.0
623,2211,425000.0
624,2217,30000.0
625,2220,7500.0
626,2227,10000.0
627,2233,40000.0
628,2249,32500.0
629,2255,46000.0
630,2259,42500.0
631,2275,7500.0
632,2279,15000.0
633,2280,5000.0
634,2293,30000.0
635,2300,5000.0
636,2304,10000.0
637,2310,20000.0
638,2312,23500.0
639,2315,45000.0
640,2324,20000.0
641,2327,27500.0
642,2328,7500.0
643,2344,5000.0
644,2347,60000.0
645,2351,2500.0
646,2352,30000.0
647,2354,95000.0
648,2356,15500.0
649,2361,17500.0
650,2364,24000.0
651,2366,30000.0
652,2370,20000.0
653,2371,2500.0
654,2372,20000.0
655,2374,5000.0
656,2376,50000.0
657,2377,2500.0
658,2382,2500.0
659,2386,30000.0
660,2396,2500.0
661,2398,12500.0
662,2402,25000.0
663,2403,22500.0
664,2404,47500.0
665,2406,379500.0
666,2413,32500.0
667,2416,5000.0
668,2424,7500.0
669,2427,5000.0
670,2433,2500.0
671,2435,2500.0
672,2446,10000.0
673,2451,7500.0
674,2453,5000.0
675,2462,10000.0
676,2467,7500.0
677,2484,240000.0
678,2485,2500.0
679,2494,65000.0
680,2498,2500.0
681,2499,2500.0
682,2500,5000.0
683,2508,20000.0
684,2512,62500.0
685,2513,65000.0
686,2521,5000.0
687,2526,17500.0
688,2534,20000.0
689,2540,2500.0
690,2541,2500.0
691,2547,10000.0
692,2550,17500.0
693,2567,180000.0
694,2573,7500.0
695,2575,2500.0
696,2576,8000.0
697,2584,12500.0
698,2585,10000.0
699,2594,27500.0
700,2598,120000.0
701,2600,20000.0
702,2603,5000.0
703,2617,5000.0
704,2621,2500.0
705,2630,2500.0
706,2632,2500.0
707,2642,15000.0
708,2647,10000.0
709,2649,15000.0
710,2651,20000.0
711,2653,35000.0
712,2656,20000.0
713,2666,2500.0
714,2669,25000.0
715,2672,5000.0
716,2682,40000.0
717,2698,51000.0
718,2702,2500.0
719,2704,0.0
720,2706,2500.0
721,2710,20000.0
722,2713,10000.0
723,2714,5000.0
724,2723,120000.0
725,2726,27500.0
726,2728,15000.0
727,2730,15000.0
728,2738,100500.0
729,2739,2500.0
730,2748,7500.0
731,2765,87500.0
732,2766,10000.0
733,2769,7500.0
734,2773,42500.0
735,2778,2500.0
736,2779,25000.0
737,2780,2500.0
738,2783,5000.0
739,2786,8500.0
740,2793,42500.0
741,2797,32000.0
742,2802,35000.0
743,2809,57500.0
744,2812,15000.0
745,2813,2500.0
746,2815,20000.0
747,2816,5000.0
748,2827,5000.0
749,2828,7500.0
750,2830,5000.0
751,2837,2500.0
752,2840,20000.0
753,2842,35000.0
754,2845,5000.0
755,2858,5000.0
756,2861,30000.0
757,2871,13000.0
758,2874,30000.0
759,2876,2500.0
760,2881,5000.0
761,2884,5000.0
762,2890,10000.0
763,2902,20000.0
764,2904,7500.0
765,2910,5000.0
766,2919,10000.0
767,2920,5000.0
768,2927,5000.0
769,2929,2500.0
770,2945,20000.0
771,2947,560000.0
772,2950,10000.0
773,2952,60000.0
774,2958,50000.0
775,2966,630500.0
776,2969,55000.0
777,2970,2500.0
778,2972,26500.0
779,2974,10000.0
780,2975,7500.0
781,2980,10000.0
782,2989,5000.0
783,2999,10000.0
784,3008,2500.0
785,3010,20000.0
786,3011,5000.0
787,3020,30000.0
788,3030,7500.0
789,3031,5000.0
790,3035,10000.0
791,3039,55000.0
792,3040,5000.0
793,3041,2500.0
794,3045,23500.0
795,3048,5000.0
796,3049,2500.0
797,3056,10000.0
798,3057,5000.0
799,3068,2500.0
800,3073,10000.0
801,3077,2500.0
802,3080,60000.0
803,3094,20000.0
804,3101,2500.0
805,3117,5000.0
806,3118,20000.0
807,3124,24000.0
808,3125,20000.0
809,3132,10000.0
810,3136,20000.0
811,3147,2500.0
812,3153,5000.0
813,3156,60000.0
814,3157,20000.0
815,3158,20000.0
816,3172,20000.0
817,3177,2500.0
818,3180,20000.0
819,3192,2500.0
820,3198,2500.0
821,3201,5000.0
822,3214,15000.0
823,3218,10000.0
824,3219,10000.0
825,3224,2500.0
826,3233,20000.0
827,3241,5000.0
828,3246,5000.0
829,3251,30000.0
830,3305,2500.0
831,3312,6000.0
832,3317,5000.0
